topic,argument,key_point,stance,label,set,ibm_pro_deb_qs
We should abolish the right to keep and bear arms,the right to keep and bear arms is antiquated as it was utilized to form militia's during times of conflict and war and is no longer necessary.,Gun ownership allows for mass-shootings/general gun violence,1,0,dev,0.9755806922912598
We should abolish the right to keep and bear arms,the right to keep and bear arms is antiquated as it was utilized to form militia's during times of conflict and war and is no longer necessary.,Guns can fall into the wrong hands,1,0,dev,0.9755806922912598
We should abolish the right to keep and bear arms,the right to keep and bear arms is antiquated as it was utilized to form militia's during times of conflict and war and is no longer necessary.,Guns lead to accidental deaths,1,0,dev,0.9755806922912598
We should abolish the right to keep and bear arms,the right to keep and bear arms is antiquated.,Banning guns would save lives,1,0,dev,0.928821861743927
We should abolish the right to keep and bear arms,the right to keep and bear arms is antiquated.,Gun ownership allows for mass-shootings/general gun violence,1,0,dev,0.928821861743927
We should abolish the right to keep and bear arms,the right to keep and bear arms is antiquated.,Guns can fall into the wrong hands,1,0,dev,0.928821861743927
We should abolish the right to keep and bear arms,the right to keep and bear arms is antiquated.,Guns lead to accidental deaths,1,0,dev,0.928821861743927
We should abolish the right to keep and bear arms,the right to keep and bear arms is beneficial to the extent that people have to defend themselves from being victims of theft and protect their integrity,Gun control is ineffective,-1,0,dev,0.9471170902252197
We should abolish the right to keep and bear arms,the right to keep and bear arms is beneficial to the extent that people have to defend themselves from being victims of theft and protect their integrity,Gun ownership is a right,-1,0,dev,0.9471170902252197
We should abolish the right to keep and bear arms,the right to keep and bear arms is beneficial to the extent that people have to defend themselves from being victims of theft and protect their integrity,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.9471170902252197
We should abolish the right to keep and bear arms,the right to keep and bear arms is beneficial to the extent that people have to defend themselves from being victims of theft and protect their integrity,Gun ownership promotes self protection,-1,1,dev,0.9471170902252197
We should abolish the right to keep and bear arms,the right to keep and bear arms is enshrined in the constitution and cannot be infringed on or revoked - this would dilute the importance and sanctity of other doctrines.,Gun control is ineffective,-1,0,dev,0.9511246681213379
We should abolish the right to keep and bear arms,the right to keep and bear arms is enshrined in the constitution and cannot be infringed on or revoked - this would dilute the importance and sanctity of other doctrines.,Gun ownership is a right,-1,1,dev,0.9511246681213379
We should abolish the right to keep and bear arms,the right to keep and bear arms is enshrined in the constitution and cannot be infringed on or revoked - this would dilute the importance and sanctity of other doctrines.,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.9511246681213379
We should abolish the right to keep and bear arms,the right to keep and bear arms is enshrined in the constitution and cannot be infringed on or revoked - this would dilute the importance and sanctity of other doctrines.,Gun ownership promotes self protection,-1,0,dev,0.9511246681213379
We should abolish the right to keep and bear arms,the right to keep and bear arms is fundamental to our freedom. we give that right up and we are prisoners to the government.,Gun control is ineffective,-1,0,dev,0.8586381673812866
We should abolish the right to keep and bear arms,the right to keep and bear arms is fundamental to our freedom. we give that right up and we are prisoners to the government.,Gun ownership is a right,-1,1,dev,0.8586381673812866
We should abolish the right to keep and bear arms,the right to keep and bear arms is fundamental to our freedom. we give that right up and we are prisoners to the government.,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.8586381673812866
We should abolish the right to keep and bear arms,the right to keep and bear arms is fundamental to our freedom. we give that right up and we are prisoners to the government.,Gun ownership promotes self protection,-1,0,dev,0.8586381673812866
We should abolish the right to keep and bear arms,the right to keep and bear arms is important in keeping people safe in a dangerous and uncertain world,Gun control is ineffective,-1,0,dev,0.9704596996307373
We should abolish the right to keep and bear arms,the right to keep and bear arms is important in keeping people safe in a dangerous and uncertain world,Gun ownership is a right,-1,0,dev,0.9704596996307373
We should abolish the right to keep and bear arms,the right to keep and bear arms is important in keeping people safe in a dangerous and uncertain world,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.9704596996307373
We should abolish the right to keep and bear arms,the right to keep and bear arms is important in keeping people safe in a dangerous and uncertain world,Gun ownership promotes self protection,-1,1,dev,0.9704596996307373
We should abolish the right to keep and bear arms,the right to keep and bear arms is in the bill of rights.,Gun control is ineffective,-1,0,dev,0.8315161466598511
We should abolish the right to keep and bear arms,the right to keep and bear arms is in the bill of rights.,Gun ownership is a right,-1,1,dev,0.8315161466598511
We should abolish the right to keep and bear arms,the right to keep and bear arms is in the bill of rights.,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.8315161466598511
We should abolish the right to keep and bear arms,the right to keep and bear arms is in the bill of rights.,Gun ownership promotes self protection,-1,0,dev,0.8315161466598511
We should abolish the right to keep and bear arms,the right to keep and bear arms is ingrained in our constitution and can not be denied. therefore you don't have a legal right to take away our guns no matter the reasoning.,Gun control is ineffective,-1,0,dev,0.8976837992668152
We should abolish the right to keep and bear arms,the right to keep and bear arms is ingrained in our constitution and can not be denied. therefore you don't have a legal right to take away our guns no matter the reasoning.,Gun ownership is a right,-1,1,dev,0.8976837992668152
We should abolish the right to keep and bear arms,the right to keep and bear arms is ingrained in our constitution and can not be denied. therefore you don't have a legal right to take away our guns no matter the reasoning.,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.8976837992668152
We should abolish the right to keep and bear arms,the right to keep and bear arms is ingrained in our constitution and can not be denied. therefore you don't have a legal right to take away our guns no matter the reasoning.,Gun ownership promotes self protection,-1,0,dev,0.8976837992668152
We should abolish the right to keep and bear arms,the right to keep and bear arms is one of the tenets of our country,Gun control is ineffective,-1,0,dev,0.8381193280220032
We should abolish the right to keep and bear arms,the right to keep and bear arms is one of the tenets of our country,Gun ownership is a right,-1,1,dev,0.8381193280220032
We should abolish the right to keep and bear arms,the right to keep and bear arms is one of the tenets of our country,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.8381193280220032
We should abolish the right to keep and bear arms,the right to keep and bear arms is one of the tenets of our country,Gun ownership promotes self protection,-1,0,dev,0.8381193280220032
We should abolish the right to keep and bear arms,the right to keep and bear arms is our early countries give right and should not be given up or abolished.,Gun control is ineffective,-1,0,dev,0.47386571764945984
We should abolish the right to keep and bear arms,the right to keep and bear arms is our early countries give right and should not be given up or abolished.,Gun ownership is a right,-1,1,dev,0.47386571764945984
We should abolish the right to keep and bear arms,the right to keep and bear arms is our early countries give right and should not be given up or abolished.,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.47386571764945984
We should abolish the right to keep and bear arms,the right to keep and bear arms is our early countries give right and should not be given up or abolished.,Gun ownership promotes self protection,-1,0,dev,0.47386571764945984
We should abolish the right to keep and bear arms,the right to keep and bear arms is part of our constitution.,Gun control is ineffective,-1,0,dev,0.8609291315078735
We should abolish the right to keep and bear arms,the right to keep and bear arms is part of our constitution.,Gun ownership is a right,-1,1,dev,0.8609291315078735
We should abolish the right to keep and bear arms,the right to keep and bear arms is part of our constitution.,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.8609291315078735
We should abolish the right to keep and bear arms,the right to keep and bear arms is part of our constitution.,Gun ownership promotes self protection,-1,0,dev,0.8609291315078735
We should abolish the right to keep and bear arms,the right to keep and bear arms is protected by our government and should be like that so people can defend their self.,Gun control is ineffective,-1,0,dev,0.8954784274101257
We should abolish the right to keep and bear arms,the right to keep and bear arms is protected by our government and should be like that so people can defend their self.,Gun ownership is a right,-1,1,dev,0.8954784274101257
We should abolish the right to keep and bear arms,the right to keep and bear arms is protected by our government and should be like that so people can defend their self.,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.8954784274101257
We should abolish the right to keep and bear arms,the right to keep and bear arms is protected by the constitution.,Gun control is ineffective,-1,0,dev,0.907376766204834
We should abolish the right to keep and bear arms,the right to keep and bear arms is protected by the constitution.,Gun ownership is a right,-1,1,dev,0.907376766204834
We should abolish the right to keep and bear arms,the right to keep and bear arms is protected by the constitution.,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.907376766204834
We should abolish the right to keep and bear arms,the right to keep and bear arms is protected by the constitution.,Gun ownership promotes self protection,-1,0,dev,0.907376766204834
We should abolish the right to keep and bear arms,the right to keep and bear arms is putting everyone in danger and making mass-shootings more easily done.,Gun ownership allows for mass-shootings/general gun violence,1,1,dev,0.9721654057502747
We should abolish the right to keep and bear arms,the right to keep and bear arms is putting everyone in danger and making mass-shootings more easily done.,Guns can fall into the wrong hands,1,0,dev,0.9721654057502747
We should abolish the right to keep and bear arms,the right to keep and bear arms is putting everyone in danger and making mass-shootings more easily done.,Guns lead to accidental deaths,1,0,dev,0.9721654057502747
We should abolish the right to keep and bear arms,the right to keep and bear arms is symbol of freedom,Gun control is ineffective,-1,0,dev,0.863460123538971
We should abolish the right to keep and bear arms,the right to keep and bear arms is symbol of freedom,Gun ownership is a right,-1,1,dev,0.863460123538971
We should abolish the right to keep and bear arms,the right to keep and bear arms is symbol of freedom,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.863460123538971
We should abolish the right to keep and bear arms,the right to keep and bear arms is symbol of freedom,Gun ownership promotes self protection,-1,0,dev,0.863460123538971
We should abolish the right to keep and bear arms,"the right to keep and bear arms is the bedrock constitutional right of every person both to protect themselves and their families, and banning this would infringe on civil liberties.",Gun control is ineffective,-1,0,dev,0.9818442463874817
We should abolish the right to keep and bear arms,"the right to keep and bear arms is the bedrock constitutional right of every person both to protect themselves and their families, and banning this would infringe on civil liberties.",Gun ownership is a right,-1,1,dev,0.9818442463874817
We should abolish the right to keep and bear arms,"the right to keep and bear arms is the bedrock constitutional right of every person both to protect themselves and their families, and banning this would infringe on civil liberties.",Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.9818442463874817
We should abolish the right to keep and bear arms,"the right to keep and bear arms is the bedrock constitutional right of every person both to protect themselves and their families, and banning this would infringe on civil liberties.",Gun ownership promotes self protection,-1,1,dev,0.9818442463874817
We should abolish the right to keep and bear arms,the right to keep and bear arms is what has kept us free for all these years. we cannot allow it to be abolished now.,Gun control is ineffective,-1,0,dev,0.8237167000770569
We should abolish the right to keep and bear arms,the right to keep and bear arms is what has kept us free for all these years. we cannot allow it to be abolished now.,Gun ownership is a right,-1,1,dev,0.8237167000770569
We should abolish the right to keep and bear arms,the right to keep and bear arms is what has kept us free for all these years. we cannot allow it to be abolished now.,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.8237167000770569
We should abolish the right to keep and bear arms,the right to keep and bear arms is what has kept us free for all these years. we cannot allow it to be abolished now.,Gun ownership promotes self protection,-1,0,dev,0.8237167000770569
We should abolish the right to keep and bear arms,the right to keep and bear arms is written as a right in the constitution and should not be changed.,Gun control is ineffective,-1,0,dev,0.9164559841156006
We should abolish the right to keep and bear arms,the right to keep and bear arms is written as a right in the constitution and should not be changed.,Gun ownership is a right,-1,1,dev,0.9164559841156006
We should abolish the right to keep and bear arms,the right to keep and bear arms is written as a right in the constitution and should not be changed.,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.9164559841156006
We should abolish the right to keep and bear arms,the right to keep and bear arms is written as a right in the constitution and should not be changed.,Gun ownership promotes self protection,-1,0,dev,0.9164559841156006
We should abolish the right to keep and bear arms,the right to keep and bear arms should be abolished because countries with strict gun control are far safer because they have far fewer incidents of violent gun crime,Banning guns would save lives,1,1,dev,0.9961593747138977
We should abolish the right to keep and bear arms,the right to keep and bear arms should be abolished because countries with strict gun control are far safer because they have far fewer incidents of violent gun crime,Guns can fall into the wrong hands,1,0,dev,0.9961593747138977
We should abolish the right to keep and bear arms,the right to keep and bear arms should be abolished because countries with strict gun control are far safer because they have far fewer incidents of violent gun crime,Guns lead to accidental deaths,1,0,dev,0.9961593747138977
We should abolish the right to keep and bear arms,the right to keep and bear arms should be abolished because too many people die from gun violence in america.,Guns can fall into the wrong hands,1,0,dev,0.9872797727584839
We should abolish the right to keep and bear arms,the right to keep and bear arms should be abolished since there are too many unnecessary shootings going on these days.,Banning guns would save lives,1,0,dev,0.9776362180709839
We should abolish the right to keep and bear arms,the right to keep and bear arms should be abolished since there are too many unnecessary shootings going on these days.,Gun ownership allows for mass-shootings/general gun violence,1,1,dev,0.9776362180709839
We should abolish the right to keep and bear arms,the right to keep and bear arms should be abolished since there are too many unnecessary shootings going on these days.,Guns can fall into the wrong hands,1,0,dev,0.9776362180709839
We should abolish the right to keep and bear arms,the right to keep and bear arms should be abolished since there are too many unnecessary shootings going on these days.,Guns lead to accidental deaths,1,0,dev,0.9776362180709839
We should abolish the right to keep and bear arms,the right to keep and bear arms should be abolished to get weapons out of the hands of psychopaths and reduce the number of mass shootings.,Banning guns would save lives,1,0,dev,0.9757398962974548
We should abolish the right to keep and bear arms,the right to keep and bear arms should be abolished to get weapons out of the hands of psychopaths and reduce the number of mass shootings.,Gun ownership allows for mass-shootings/general gun violence,1,1,dev,0.9757398962974548
We should abolish the right to keep and bear arms,the right to keep and bear arms should be abolished to get weapons out of the hands of psychopaths and reduce the number of mass shootings.,Guns lead to accidental deaths,1,0,dev,0.9757398962974548
We should abolish the right to keep and bear arms,the right to keep and bear arms should not be abolished because it allows people to defend themselves,Gun control is ineffective,-1,0,dev,0.867818295955658
We should abolish the right to keep and bear arms,the right to keep and bear arms should not be abolished because it allows people to defend themselves,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.867818295955658
We should abolish the right to keep and bear arms,the right to keep and bear arms should not be abolished because it allows people to defend themselves,Gun ownership promotes self protection,-1,1,dev,0.867818295955658
We should abolish the right to keep and bear arms,the right to keep and bear arms was designed in an era of muskets and bows. these weapons today are much more machine like and ought not be allowed in society.,Gun ownership allows for mass-shootings/general gun violence,1,0,dev,0.8283923268318176
We should abolish the right to keep and bear arms,the right to keep and bear arms was designed in an era of muskets and bows. these weapons today are much more machine like and ought not be allowed in society.,Guns can fall into the wrong hands,1,0,dev,0.8283923268318176
We should abolish the right to keep and bear arms,the right to keep and bear arms was designed in an era of muskets and bows. these weapons today are much more machine like and ought not be allowed in society.,Guns lead to accidental deaths,1,0,dev,0.8283923268318176
We should abolish the right to keep and bear arms,the right to keep and bear arms was put in the constitution so that we can keep the government honest.,Gun control is ineffective,-1,0,dev,0.8529510498046875
We should abolish the right to keep and bear arms,the right to keep and bear arms was put in the constitution so that we can keep the government honest.,Gun ownership is a right,-1,1,dev,0.8529510498046875
We should abolish the right to keep and bear arms,the right to keep and bear arms was put in the constitution so that we can keep the government honest.,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.8529510498046875
We should abolish the right to keep and bear arms,the right to keep and bear arms was put in the constitution so that we can keep the government honest.,Gun ownership promotes self protection,-1,0,dev,0.8529510498046875
We should abolish the right to keep and bear arms,the right to keep and bear arms was relevant in a more barbaric era but in modern society there is no need for the promotion of violence and we should abolish the right to keep and bear arms.,Banning guns would save lives,1,1,dev,0.9484043121337891
We should abolish the right to keep and bear arms,the right to keep and bear arms was relevant in a more barbaric era but in modern society there is no need for the promotion of violence and we should abolish the right to keep and bear arms.,Guns can fall into the wrong hands,1,0,dev,0.9484043121337891
We should abolish the right to keep and bear arms,the right to keep and bear arms was relevant in a more barbaric era but in modern society there is no need for the promotion of violence and we should abolish the right to keep and bear arms.,Guns lead to accidental deaths,1,0,dev,0.9484043121337891
We should abolish the right to keep and bear arms,the right to protect yourself shouldn't be removed when criminals are very dangerous people.,Gun control is ineffective,-1,0,dev,0.8747395277023315
We should abolish the right to keep and bear arms,the right to protect yourself shouldn't be removed when criminals are very dangerous people.,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.8747395277023315
We should abolish the right to keep and bear arms,the right to protect yourself shouldn't be removed when criminals are very dangerous people.,Gun ownership promotes self protection,-1,1,dev,0.8747395277023315
We should abolish the right to keep and bear arms,the rise in the number of gun deaths makes it clear that we need to abolish the right to bear arms.,Gun ownership allows for mass-shootings/general gun violence,1,1,dev,0.9465538859367371
We should abolish the right to keep and bear arms,the rise in the number of gun deaths makes it clear that we need to abolish the right to bear arms.,Guns can fall into the wrong hands,1,0,dev,0.9465538859367371
We should abolish the right to keep and bear arms,the rise in the number of gun deaths makes it clear that we need to abolish the right to bear arms.,Guns lead to accidental deaths,1,0,dev,0.9465538859367371
We should abolish the right to keep and bear arms,thee have been many examples of mass shootings which could potentially have been stopped if it had not been so easy to obtain weapons.,Banning guns would save lives,1,0,dev,0.5485171675682068
We should abolish the right to keep and bear arms,thee have been many examples of mass shootings which could potentially have been stopped if it had not been so easy to obtain weapons.,Gun ownership allows for mass-shootings/general gun violence,1,1,dev,0.5485171675682068
We should abolish the right to keep and bear arms,thee have been many examples of mass shootings which could potentially have been stopped if it had not been so easy to obtain weapons.,Guns can fall into the wrong hands,1,0,dev,0.5485171675682068
We should abolish the right to keep and bear arms,thee have been many examples of mass shootings which could potentially have been stopped if it had not been so easy to obtain weapons.,Guns lead to accidental deaths,1,0,dev,0.5485171675682068
We should abolish the right to keep and bear arms,there are already too many guns in the hands of wrong people,Banning guns would save lives,1,0,dev,0.8131245374679565
We should abolish the right to keep and bear arms,there are already too many guns in the hands of wrong people,Gun ownership allows for mass-shootings/general gun violence,1,0,dev,0.8131245374679565
We should abolish the right to keep and bear arms,there are already too many guns in the hands of wrong people,Guns can fall into the wrong hands,1,1,dev,0.8131245374679565
We should abolish the right to keep and bear arms,there are already too many guns in the hands of wrong people,Guns lead to accidental deaths,1,0,dev,0.8131245374679565
We should abolish the right to keep and bear arms,there have been too many mass shootings where one person has caused enormous destruction just because of their right to bear arms.,Banning guns would save lives,1,0,dev,0.9861710667610168
We should abolish the right to keep and bear arms,there have been too many mass shootings where one person has caused enormous destruction just because of their right to bear arms.,Gun ownership allows for mass-shootings/general gun violence,1,1,dev,0.9861710667610168
We should abolish the right to keep and bear arms,there have been too many mass shootings where one person has caused enormous destruction just because of their right to bear arms.,Guns can fall into the wrong hands,1,0,dev,0.9861710667610168
We should abolish the right to keep and bear arms,there have been too many mass shootings where one person has caused enormous destruction just because of their right to bear arms.,Guns lead to accidental deaths,1,0,dev,0.9861710667610168
We should abolish the right to keep and bear arms,there have been too many terrible shootings where the perpetrator has found it easy to amass weapons. making th is harder may limit these shootings.,Banning guns would save lives,1,0,dev,0.8471934795379639
We should abolish the right to keep and bear arms,there have been too many terrible shootings where the perpetrator has found it easy to amass weapons. making th is harder may limit these shootings.,Gun ownership allows for mass-shootings/general gun violence,1,1,dev,0.8471934795379639
We should abolish the right to keep and bear arms,there have been too many terrible shootings where the perpetrator has found it easy to amass weapons. making th is harder may limit these shootings.,Guns lead to accidental deaths,1,0,dev,0.8471934795379639
We should abolish the right to keep and bear arms,"there is only one use for guns and that is to kill or harm. if people have guns, there will always be the risk that they will be abused. no civilised society should legalise gun use.",Gun ownership allows for mass-shootings/general gun violence,1,1,dev,0.8644452691078186
We should abolish the right to keep and bear arms,"there is only one use for guns and that is to kill or harm. if people have guns, there will always be the risk that they will be abused. no civilised society should legalise gun use.",Guns lead to accidental deaths,1,0,dev,0.8644452691078186
We should abolish the right to keep and bear arms,"there is too much gun violence, and too many innocent people are dying.",Gun ownership allows for mass-shootings/general gun violence,1,1,dev,0.9641650915145874
We should abolish the right to keep and bear arms,"there is too much gun violence, and too many innocent people are dying.",Guns can fall into the wrong hands,1,0,dev,0.9641650915145874
We should abolish the right to keep and bear arms,"there is too much gun violence, and too many innocent people are dying.",Guns lead to accidental deaths,1,0,dev,0.9641650915145874
We should abolish the right to keep and bear arms,this is one of our oldest and most basic freedeoms. we should not attempt to change that and turn our backs on how we were founded.,Gun control is ineffective,-1,0,dev,0.770632803440094
We should abolish the right to keep and bear arms,this is one of our oldest and most basic freedeoms. we should not attempt to change that and turn our backs on how we were founded.,Gun ownership is a right,-1,1,dev,0.770632803440094
We should abolish the right to keep and bear arms,this is one of our oldest and most basic freedeoms. we should not attempt to change that and turn our backs on how we were founded.,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.770632803440094
We should abolish the right to keep and bear arms,this is one of our oldest and most basic freedeoms. we should not attempt to change that and turn our backs on how we were founded.,Gun ownership promotes self protection,-1,0,dev,0.770632803440094
We should abolish the right to keep and bear arms,this would possibly decrease murders and death from guns.,Banning guns would save lives,1,1,dev,0.8669853210449219
We should abolish the right to keep and bear arms,this would possibly decrease murders and death from guns.,Guns can fall into the wrong hands,1,0,dev,0.8669853210449219
We should abolish the right to keep and bear arms,too mant mass shooting are happening more regular,Gun ownership allows for mass-shootings/general gun violence,1,1,dev,0.5187714695930481
We should abolish the right to keep and bear arms,too mant mass shooting are happening more regular,Guns can fall into the wrong hands,1,0,dev,0.5187714695930481
We should abolish the right to keep and bear arms,too mant mass shooting are happening more regular,Guns lead to accidental deaths,1,0,dev,0.5187714695930481
We should abolish the right to keep and bear arms,too many unnecessary deaths have been caused by firearms.,Banning guns would save lives,1,1,dev,0.9597392678260803
We should abolish the right to keep and bear arms,too many unnecessary deaths have been caused by firearms.,Gun ownership allows for mass-shootings/general gun violence,1,1,dev,0.9597392678260803
We should abolish the right to keep and bear arms,too many unnecessary deaths have been caused by firearms.,Guns can fall into the wrong hands,1,0,dev,0.9597392678260803
We should abolish the right to keep and bear arms,too much crime is being committed because the ease of getting a fire alarm.,Gun ownership allows for mass-shootings/general gun violence,1,1,dev,0.752979040145874
We should abolish the right to keep and bear arms,too much crime is being committed because the ease of getting a fire alarm.,Guns can fall into the wrong hands,1,1,dev,0.752979040145874
We should abolish the right to keep and bear arms,we cannot go against our constitution and ban guns,Gun control is ineffective,-1,0,dev,0.7400609254837036
We should abolish the right to keep and bear arms,we cannot go against our constitution and ban guns,Gun ownership is a right,-1,1,dev,0.7400609254837036
We should abolish the right to keep and bear arms,we cannot go against our constitution and ban guns,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.7400609254837036
We should abolish the right to keep and bear arms,we cannot go against our constitution and ban guns,Gun ownership promotes self protection,-1,0,dev,0.7400609254837036
We should abolish the right to keep and bear arms,we cannot just decide to remove the second amendment that was ratified hundreds of years ago.,Gun control is ineffective,-1,0,dev,0.637333869934082
We should abolish the right to keep and bear arms,we cannot just decide to remove the second amendment that was ratified hundreds of years ago.,Gun ownership is a right,-1,1,dev,0.637333869934082
We should abolish the right to keep and bear arms,we cannot just decide to remove the second amendment that was ratified hundreds of years ago.,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.637333869934082
We should abolish the right to keep and bear arms,we cannot just decide to remove the second amendment that was ratified hundreds of years ago.,Gun ownership promotes self protection,-1,0,dev,0.637333869934082
We should abolish the right to keep and bear arms,we have the most guns per capita in the developed world and the highest level of gun violence,Gun ownership allows for mass-shootings/general gun violence,1,1,dev,0.9211613535881042
We should abolish the right to keep and bear arms,we have the most guns per capita in the developed world and the highest level of gun violence,Guns can fall into the wrong hands,1,0,dev,0.9211613535881042
We should abolish the right to keep and bear arms,we have the most guns per capita in the developed world and the highest level of gun violence,Guns lead to accidental deaths,1,0,dev,0.9211613535881042
We should abolish the right to keep and bear arms,we have the right to bear arms as long as we legally purchase them.,Gun control is ineffective,-1,0,dev,0.8406146168708801
We should abolish the right to keep and bear arms,we have the right to bear arms as long as we legally purchase them.,Gun ownership is a right,-1,1,dev,0.8406146168708801
We should abolish the right to keep and bear arms,we have the right to bear arms as long as we legally purchase them.,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.8406146168708801
We should abolish the right to keep and bear arms,we have the right to bear arms as long as we legally purchase them.,Gun ownership promotes self protection,-1,0,dev,0.8406146168708801
We should abolish the right to keep and bear arms,we must eliminate the right to have weapons because it generates more violence and the number of murders with treachery and accidental has increased because there are many more people carrying weapons,Banning guns would save lives,1,0,dev,0.9128827452659607
We should abolish the right to keep and bear arms,we must eliminate the right to have weapons because it generates more violence and the number of murders with treachery and accidental has increased because there are many more people carrying weapons,Gun ownership allows for mass-shootings/general gun violence,1,1,dev,0.9128827452659607
We should abolish the right to keep and bear arms,we must eliminate the right to have weapons because it generates more violence and the number of murders with treachery and accidental has increased because there are many more people carrying weapons,Guns can fall into the wrong hands,1,0,dev,0.9128827452659607
We should abolish the right to keep and bear arms,we must eliminate the right to keep and bear arms since it has happened that several unnecessary deaths have occurred due to the fact that people have the right to use weapons,Guns can fall into the wrong hands,1,0,dev,0.9311904907226562
We should abolish the right to keep and bear arms,we need to be able to protect ourself and our family,Gun control is ineffective,-1,0,dev,0.7649388909339905
We should abolish the right to keep and bear arms,we need to be able to protect ourself and our family,Gun ownership is a right,-1,0,dev,0.7649388909339905
We should abolish the right to keep and bear arms,we need to be able to protect ourself and our family,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.7649388909339905
We should abolish the right to keep and bear arms,we need to be able to protect ourself and our family,Gun ownership promotes self protection,-1,1,dev,0.7649388909339905
We should abolish the right to keep and bear arms,we need to keep guns out of the hands of criminals by abolishing the right to keep and bear arms.,Gun ownership allows for mass-shootings/general gun violence,1,0,dev,0.9478963613510132
We should abolish the right to keep and bear arms,we need to keep guns out of the hands of criminals by abolishing the right to keep and bear arms.,Guns can fall into the wrong hands,1,1,dev,0.9478963613510132
We should abolish the right to keep and bear arms,we need to keep guns out of the hands of criminals by abolishing the right to keep and bear arms.,Guns lead to accidental deaths,1,0,dev,0.9478963613510132
We should abolish the right to keep and bear arms,we need to keep our guns to protect us if there were to be another civil war.,Gun control is ineffective,-1,0,dev,0.8493579626083374
We should abolish the right to keep and bear arms,we need to keep our guns to protect us if there were to be another civil war.,Gun ownership is necessary for hunting/sports-shooting,-1,0,dev,0.8493579626083374
We should abolish the right to keep and bear arms,we need to keep our guns to protect us if there were to be another civil war.,Gun ownership promotes self protection,-1,1,dev,0.8493579626083374
We should abolish the right to keep and bear arms,"we should abolish the right to bear arms because, in a majority of cases, no one but those in the military actually require weapons such as guns on a regular basis.",Banning guns would save lives,1,0,dev,0.8932970762252808
We should abolish the right to keep and bear arms,"we should abolish the right to bear arms because, in a majority of cases, no one but those in the military actually require weapons such as guns on a regular basis.",Gun ownership allows for mass-shootings/general gun violence,1,0,dev,0.8932970762252808
We should abolish the right to keep and bear arms,"we should abolish the right to bear arms because, in a majority of cases, no one but those in the military actually require weapons such as guns on a regular basis.",Guns can fall into the wrong hands,1,0,dev,0.8932970762252808
We should abolish the right to keep and bear arms,"we should abolish the right to bear arms because, in a majority of cases, no one but those in the military actually require weapons such as guns on a regular basis.",Guns lead to accidental deaths,1,0,dev,0.8932970762252808
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms as it could endanger innocent people and maybe end up in the wrong hands,Gun ownership allows for mass-shootings/general gun violence,1,0,dev,0.9817678928375244
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms as it could endanger innocent people and maybe end up in the wrong hands,Guns can fall into the wrong hands,1,1,dev,0.9817678928375244
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms as it could endanger innocent people and maybe end up in the wrong hands,Guns lead to accidental deaths,1,0,dev,0.9817678928375244
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms as it is not controlled or legislated strictly enough and leads to people taking the law into their own hands and therefore needless deaths.,Guns lead to accidental deaths,1,0,dev,0.9642342925071716
We should abolish the right to keep and bear arms,We should abolish the right to keep and bear arms as the increase in murders is only possible since so many people have access to weapons.,Banning guns would save lives,1,1,dev,0.9157113432884216
We should abolish the right to keep and bear arms,We should abolish the right to keep and bear arms as the increase in murders is only possible since so many people have access to weapons.,Guns can fall into the wrong hands,1,0,dev,0.9157113432884216
We should abolish the right to keep and bear arms,We should abolish the right to keep and bear arms as the increase in murders is only possible since so many people have access to weapons.,Guns lead to accidental deaths,1,0,dev,0.9157113432884216
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms as this right has gotten out of hand with too many mass shootings.,Banning guns would save lives,1,0,dev,0.9287822246551514
We should abolish the right to keep and bear arms,we should abolish the right to keep and bear arms as this right has gotten out of hand with too many mass shootings.,Gun ownership allows for mass-shootings/general gun violence,1,1,dev,0.9287822246551514
